t;Analityczne;MBE(stabline);MPE;MT
18.61;1.62277e-007;1.56025e-007;1.70424e-007;1.63815e-007
18.62;1.60744e-007;1.54548e-007;1.68819e-007;1.62268e-007
18.63;1.59226e-007;1.53084e-007;1.67229e-007;1.60735e-007
18.64;1.57722e-007;1.51635e-007;1.65653e-007;1.59217e-007
18.65;1.56232e-007;1.50199e-007;1.64093e-007;1.57713e-007
18.66;1.54756e-007;1.48776e-007;1.62547e-007;1.56224e-007
18.67;1.53294e-007;1.47367e-007;1.61015e-007;1.54748e-007
18.68;1.51846e-007;1.45971e-007;1.59498e-007;1.53286e-007
18.69;1.50412e-007;1.44589e-007;1.57995e-007;1.51838e-007
18.7;1.48991e-007;1.43219e-007;1.56507e-007;1.50403e-007
18.71;1.47583e-007;1.41863e-007;1.55032e-007;1.48983e-007
18.72;1.46189e-007;1.40519e-007;1.53571e-007;1.47575e-007
18.73;1.44808e-007;1.39188e-007;1.52124e-007;1.46181e-007
18.74;1.43439e-007;1.37869e-007;1.50691e-007;1.448e-007
18.75;1.42084e-007;1.36563e-007;1.49271e-007;1.43431e-007
18.76;1.40742e-007;1.3527e-007;1.47864e-007;1.42076e-007
18.77;1.39412e-007;1.33988e-007;1.4647e-007;1.40734e-007
18.78;1.38094e-007;1.32719e-007;1.4509e-007;1.39404e-007
18.79;1.36789e-007;1.31461e-007;1.43723e-007;1.38087e-007
18.8;1.35497e-007;1.30216e-007;1.42368e-007;1.36782e-007
18.81;1.34216e-007;1.28982e-007;1.41026e-007;1.35489e-007
18.82;1.32948e-007;1.2776e-007;1.39697e-007;1.34209e-007
18.83;1.31691e-007;1.2655e-007;1.3838e-007;1.3294e-007
18.84;1.30447e-007;1.25351e-007;1.37076e-007;1.31684e-007
18.85;1.29214e-007;1.24163e-007;1.35784e-007;1.3044e-007
18.86;1.27993e-007;1.22986e-007;1.34504e-007;1.29207e-007
18.87;1.26783e-007;1.21821e-007;1.33236e-007;1.27986e-007
18.88;1.25585e-007;1.20666e-007;1.3198e-007;1.26776e-007
18.89;1.24398e-007;1.19523e-007;1.30736e-007;1.25578e-007
18.9;1.23222e-007;1.1839e-007;1.29503e-007;1.24391e-007
18.91;1.22057e-007;1.17268e-007;1.28282e-007;1.23215e-007
18.92;1.20903e-007;1.16157e-007;1.27073e-007;1.2205e-007
18.93;1.1976e-007;1.15056e-007;1.25875e-007;1.20896e-007
18.94;1.18628e-007;1.13966e-007;1.24688e-007;1.19753e-007
18.95;1.17507e-007;1.12885e-007;1.23512e-007;1.18621e-007
18.96;1.16396e-007;1.11815e-007;1.22348e-007;1.175e-007
18.97;1.15295e-007;1.10756e-007;1.21194e-007;1.16389e-007
18.98;1.14205e-007;1.09706e-007;1.20051e-007;1.15289e-007
18.99;1.13126e-007;1.08666e-007;1.18919e-007;1.14199e-007
19;1.12056e-007;1.07636e-007;1.17798e-007;1.13119e-007
19.01;1.10996e-007;1.06615e-007;1.16687e-007;1.1205e-007
19.02;1.09947e-007;1.05605e-007;1.15587e-007;1.1099e-007
19.03;1.08907e-007;1.04604e-007;1.14497e-007;1.09941e-007
19.04;1.07877e-007;1.03612e-007;1.13417e-007;1.08901e-007
19.05;1.06857e-007;1.0263e-007;1.12347e-007;1.07871e-007
19.06;1.05847e-007;1.01657e-007;1.11288e-007;1.06851e-007
19.07;1.04846e-007;1.00693e-007;1.10238e-007;1.05841e-007
19.08;1.03854e-007;9.97382e-008;1.09198e-007;1.0484e-007
19.09;1.02872e-007;9.87925e-008;1.08168e-007;1.03848e-007
19.1;1.01899e-007;9.78558e-008;1.07148e-007;1.02866e-007
19.11;1.00936e-007;9.6928e-008;1.06137e-007;1.01894e-007
19.12;9.9981e-008;9.60089e-008;1.05136e-007;1.0093e-007
19.13;9.90354e-008;9.50985e-008;1.04145e-007;9.99753e-008
19.14;9.80987e-008;9.41967e-008;1.03162e-007;9.90297e-008
19.15;9.71708e-008;9.33034e-008;1.02189e-007;9.8093e-008
19.16;9.62517e-008;9.24186e-008;1.01225e-007;9.71652e-008
19.17;9.53412e-008;9.15422e-008;1.0027e-007;9.62461e-008
19.18;9.44394e-008;9.0674e-008;9.9324e-008;9.53357e-008
19.19;9.3546e-008;8.98141e-008;9.83869e-008;9.44339e-008
19.2;9.26611e-008;8.89623e-008;9.74587e-008;9.35406e-008
19.21;9.17845e-008;8.81185e-008;9.65392e-008;9.26557e-008
19.22;9.09162e-008;8.72827e-008;9.56283e-008;9.17792e-008
19.23;9.00561e-008;8.64549e-008;9.4726e-008;9.09109e-008
19.24;8.92041e-008;8.56349e-008;9.38322e-008;9.00509e-008
19.25;8.83601e-008;8.48226e-008;9.29468e-008;8.91989e-008
19.26;8.75241e-008;8.4018e-008;9.20697e-008;8.8355e-008
19.27;8.6696e-008;8.3221e-008;9.12009e-008;8.7519e-008
19.28;8.58757e-008;8.24316e-008;9.03403e-008;8.6691e-008
19.29;8.50632e-008;8.16496e-008;8.94878e-008;8.58707e-008
19.3;8.42583e-008;8.0875e-008;8.86432e-008;8.50582e-008
19.31;8.3461e-008;8.01078e-008;8.78067e-008;8.42534e-008
19.32;8.26712e-008;7.93478e-008;8.6978e-008;8.34561e-008
19.33;8.18889e-008;7.8595e-008;8.61571e-008;8.26664e-008
19.34;8.1114e-008;7.78493e-008;8.5344e-008;8.18841e-008
19.35;8.03464e-008;7.71107e-008;8.45384e-008;8.11092e-008
19.36;7.9586e-008;7.63791e-008;8.37405e-008;8.03417e-008
19.37;7.88328e-008;7.56544e-008;8.29501e-008;7.95813e-008
19.38;7.80867e-008;7.49365e-008;8.21671e-008;7.88282e-008
19.39;7.73477e-008;7.42255e-008;8.13915e-008;7.80821e-008
19.4;7.66156e-008;7.35212e-008;8.06232e-008;7.73431e-008
19.41;7.58904e-008;7.28235e-008;7.98622e-008;7.66111e-008
19.42;7.51721e-008;7.21325e-008;7.91083e-008;7.5886e-008
19.43;7.44606e-008;7.1448e-008;7.83615e-008;7.51677e-008
19.44;7.37558e-008;7.07699e-008;7.76217e-008;7.44562e-008
19.45;7.30576e-008;7.00983e-008;7.68889e-008;7.37515e-008
19.46;7.23661e-008;6.94331e-008;7.6163e-008;7.30533e-008
19.47;7.1681e-008;6.87741e-008;7.54439e-008;7.23618e-008
19.48;7.10025e-008;6.81214e-008;7.47316e-008;7.16768e-008
19.49;7.03303e-008;6.74748e-008;7.4026e-008;7.09983e-008
19.5;6.96645e-008;6.68344e-008;7.33271e-008;7.03262e-008
19.51;6.9005e-008;6.62e-008;7.26347e-008;6.96604e-008
19.52;6.83517e-008;6.55717e-008;7.19489e-008;6.90009e-008
19.53;6.77045e-008;6.49493e-008;7.12695e-008;6.83476e-008
19.54;6.70635e-008;6.43328e-008;7.05965e-008;6.77005e-008
19.55;6.64285e-008;6.37221e-008;6.99299e-008;6.70595e-008
19.56;6.57996e-008;6.31172e-008;6.92695e-008;6.64246e-008
19.57;6.51765e-008;6.2518e-008;6.86153e-008;6.57957e-008
19.58;6.45594e-008;6.19245e-008;6.79674e-008;6.51727e-008
19.59;6.39481e-008;6.13366e-008;6.73255e-008;6.45556e-008
19.6;6.33425e-008;6.07543e-008;6.66896e-008;6.39443e-008
19.61;6.27427e-008;6.01775e-008;6.60598e-008;6.33388e-008
19.62;6.21485e-008;5.96062e-008;6.54359e-008;6.2739e-008
19.63;6.156e-008;5.90403e-008;6.48178e-008;6.21448e-008
19.64;6.0977e-008;5.84797e-008;6.42056e-008;6.15563e-008
19.65;6.03995e-008;5.79245e-008;6.35992e-008;6.09734e-008
19.66;5.98275e-008;5.73745e-008;6.29984e-008;6.03959e-008
19.67;5.92609e-008;5.68297e-008;6.24034e-008;5.98239e-008
19.68;5.86996e-008;5.62901e-008;6.18139e-008;5.92573e-008
19.69;5.81436e-008;5.57555e-008;6.123e-008;5.86961e-008
19.7;5.75929e-008;5.52261e-008;6.06516e-008;5.81402e-008
19.71;5.70474e-008;5.47017e-008;6.00786e-008;5.75895e-008
19.72;5.6507e-008;5.41822e-008;5.9511e-008;5.7044e-008
19.73;5.59718e-008;5.36676e-008;5.89488e-008;5.65037e-008
19.74;5.54416e-008;5.3158e-008;5.83919e-008;5.59684e-008
19.75;5.49164e-008;5.26531e-008;5.78402e-008;5.54383e-008
19.76;5.43962e-008;5.2153e-008;5.72937e-008;5.49131e-008
19.77;5.38809e-008;5.16577e-008;5.67524e-008;5.43929e-008
19.78;5.33704e-008;5.11671e-008;5.62162e-008;5.38776e-008
19.79;5.28648e-008;5.06811e-008;5.5685e-008;5.33672e-008
19.8;5.2364e-008;5.01997e-008;5.51589e-008;5.28616e-008
19.81;5.18679e-008;4.97229e-008;5.46377e-008;5.23608e-008
19.82;5.13765e-008;4.92506e-008;5.41214e-008;5.18647e-008
19.83;5.08897e-008;4.87828e-008;5.361e-008;5.13733e-008
19.84;5.04075e-008;4.83194e-008;5.31034e-008;5.08866e-008
19.85;4.99299e-008;4.78604e-008;5.26015e-008;5.04045e-008
19.86;4.94568e-008;4.74057e-008;5.21044e-008;4.99269e-008
19.87;4.89882e-008;4.69554e-008;5.1612e-008;4.94538e-008
19.88;4.8524e-008;4.65093e-008;5.11243e-008;4.89852e-008
19.89;4.80641e-008;4.60674e-008;5.06411e-008;4.8521e-008
19.9;4.76087e-008;4.56298e-008;5.01625e-008;4.80612e-008
19.91;4.71575e-008;4.51962e-008;4.96884e-008;4.76058e-008
19.92;4.67106e-008;4.47668e-008;4.92187e-008;4.71546e-008
19.93;4.62679e-008;4.43415e-008;4.87535e-008;4.67078e-008
19.94;4.58295e-008;4.39202e-008;4.82927e-008;4.62651e-008
19.95;4.53951e-008;4.35029e-008;4.78362e-008;4.58267e-008
19.96;4.49649e-008;4.30895e-008;4.73841e-008;4.53923e-008
19.97;4.45387e-008;4.26801e-008;4.69361e-008;4.49621e-008
19.98;4.41166e-008;4.22745e-008;4.64925e-008;4.4536e-008
19.99;4.36984e-008;4.18728e-008;4.6053e-008;4.41139e-008

0;1;1
4;0.0915782;1
8;0.00301916;-2.92674
12;7.98748e-005;8.78155
16;1.9131e-006;-26.3446
20;4.32842e-008;79.0339
24;9.43784e-010;-237.102
28;2.00518e-011;711.305
32;4.17917e-013;-2133.92
36;8.58223e-015;6401.75
40;1.74183e-016;-19205.2
